PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.ext.7.aws.am.1;Gestión de incidentes;op.exp.7;operacional;explotación;Deberá proveerse la información relacionada con contactos alternativos (de facturación, operaciones y seguridad), con correos que no dependan de la misma persona. Deberá comprobarse regularmente que estas cuentas funcionan correctamente y mantener listas de correo para asegurar la recepción de avisos por personal disponible en cada momento. Además, deberán establecerse preguntas de desafío de seguridad y respuestas para el caso de que sea necesario autenticarse como propiterio de la cuenta para ponerse en contacto con el soporte de AWS.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Contact Information.;arn:aws:iam::334960985321:root;account_maintain_current_contact_details;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.ext.7.aws.am.1;Gestión de incidentes;op.exp.7;operacional;explotación;Deberá proveerse la información relacionada con contactos alternativos (de facturación, operaciones y seguridad), con correos que no dependan de la misma persona. Deberá comprobarse regularmente que estas cuentas funcionan correctamente y mantener listas de correo para asegurar la recepción de avisos por personal disponible en cada momento. Además, deberán establecerse preguntas de desafío de seguridad y respuestas para el caso de que sea necesario autenticarse como propiterio de la cuenta para ponerse en contacto con el soporte de AWS.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Alternate Contacts -> Security Section.;arn:aws:iam::334960985321:root;account_security_contact_information_is_registered;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.ext.7.aws.am.1;Gestión de incidentes;op.exp.7;operacional;explotación;Deberá proveerse la información relacionada con contactos alternativos (de facturación, operaciones y seguridad), con correos que no dependan de la misma persona. Deberá comprobarse regularmente que estas cuentas funcionan correctamente y mantener listas de correo para asegurar la recepción de avisos por personal disponible en cada momento. Además, deberán establecerse preguntas de desafío de seguridad y respuestas para el caso de que sea necesario autenticarse como propiterio de la cuenta para ponerse en contacto con el soporte de AWS.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;MANUAL;Login to the AWS Console as root. Choose your account name on the top right of the window -> My Account -> Configure Security Challenge Questions.;arn:aws:iam::334960985321:root;account_security_questions_are_registered_in_the_aws_account;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;mp.info.6.aws.bcku.1;Copias de seguridad;mp.info.6;medidas de protección;protección de la información;Para los procedimientos de respaldo de cualquiera de los dos entornos (local y nube) y siempre y cuando se utilicen recursos compatibles en el entorno local, la entidad puede hacer uso de AWS Backup, que permite elaboración de planes de respaldo y la definición de reglas de frecuencia, ciclo de vida, lugar de almacenamiento y etiquetado de las copias de seguridad.;alto;recomendacion;disponibilidad;automático;;FAIL;No Backup Vault exist.;arn:aws:backup:eu-north-1:334960985321:backup-vault;backup_vaults_exist;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.acc.6.r5.aws.iam.1;Registro;op.acc.6.r5;operacional;control de acceso;Para registrar los intentos de acceso, se deberá habilitar CloudTrail en todas las regiones y activar el registro de acceso de usuarios.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.5.aws.ct.1;Gestión de cambios;op.exp.5;operacional;explotación;Asegurar que CloudTrail esté activo para todas las regiones.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.1;Registro de actividad;op.exp.8;operacional;explotación;Habilitar la herramienta CloudTrail en todas las regiones. Este serviio está habilitado por defecto cuando se crea una nueva cuenta, pero es posible deshabilitarlo.;alto;requisito;trazabilidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.6;Registro de actividad;op.exp.8;operacional;explotación;Activar el servicio de AWS CloudTrail para registrar la actividad de los usuarios relativa a la configuración de los servicios VPN Site-to-Site y AWS DirectConnect;alto;medida;trazabilidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.9.aws.ct.1;Registro de la gestión de incidentes;op.exp.9;operacional;explotación;Habilitar AWS Incident Manager y AWS CloudTrail en todas las regiones con el fin de recopilar información para generar contenido prescriptivo para la creación de informes exigidos por la medida de seguridad.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.mon.1.aws.ct.1;Detección de intrusión;op.mon.1;operacional;monitorización del sistema;Activar el servicio de eventos AWS CloudTrail para todas las regiones.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:eu-north-1:334960985321:trail;cloudtrail_multi_region_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;CloudWatch doesn't allow cross-account sharing.;arn:aws:iam:eu-north-1:334960985321:role;cloudwatch_cross_account_sharing_disabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.2;Registro de actividad;op.exp.8;operacional;explotación;Establecer un filtro de métricas desde AWS CloudWatch para detectar cambios en las configuraciones de CloudTrail;alto;requisito;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.r1.aws.ct.2;Revisión de los registros;op.exp.8.r1;operacional;explotación;Configurar la herramienta CloudTrail de manera que realice el registro de eventos de administración, eventos de datos y eventos anómalos (insights).;alto;refuerzo;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.r1.aws.ct.3;Revisión de los registros;op.exp.8.r1;operacional;explotación;Registrar los eventos de lectura y escritura de datos.;alto;refuerzo;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.5;Registro de actividad;op.exp.8;operacional;explotación;Se deberán habilitar alertas para los siguientes eventos: * Llamadas no permitidas a la API, * Accesos no permitidos a la consola, * Todos los intentos de acceso sin el correcto uso de MFA, * Toda la actividad realizada sobre y por la cuenta root, * Cualquier cambio en las políticas IAM;alto;recomendacion;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_authentication_failures;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.10.aws.cmk.4;Protección de claves criptográficas;op.exp.10;operacional;explotación;Para el archivo posterior a la explotación y destrucción de las claves se debe deshabilitar todas las claves CMK que no estén en uso.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.10.aws.cmk.5;Protección de claves criptográficas;op.exp.10;operacional;explotación;Eliminar las claves deshabilitadas que no estén en uso y no mantengan ningún objeto o recurso cifrado, completando el ciclo de vida de la clave.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.5;Registro de actividad;op.exp.8;operacional;explotación;Se deberán habilitar alertas para los siguientes eventos: * Llamadas no permitidas a la API, * Accesos no permitidos a la consola, * Todos los intentos de acceso sin el correcto uso de MFA, * Toda la actividad realizada sobre y por la cuenta root, * Cualquier cambio en las políticas IAM;alto;recomendacion;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_policy_changes;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.5;Registro de actividad;op.exp.8;operacional;explotación;Se deberán habilitar alertas para los siguientes eventos: * Llamadas no permitidas a la API, * Accesos no permitidos a la consola, * Todos los intentos de acceso sin el correcto uso de MFA, * Toda la actividad realizada sobre y por la cuenta root, * Cualquier cambio en las políticas IAM;alto;recomendacion;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_root_usage;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.cw.1;Registro de actividad;op.exp.8;operacional;explotación;Crear alertas utilizando herramientas como Amazon CloudWatch Events para anunciar el inicio de sesión y el uso de las credenciales de usuario root de la cuenta de administración;alto;requisito;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_root_usage;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.5;Registro de actividad;op.exp.8;operacional;explotación;Se deberán habilitar alertas para los siguientes eventos: * Llamadas no permitidas a la API, * Accesos no permitidos a la consola, * Todos los intentos de acceso sin el correcto uso de MFA, * Toda la actividad realizada sobre y por la cuenta root, * Cualquier cambio en las políticas IAM;alto;recomendacion;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_sign_in_without_mfa;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.8.aws.ct.5;Registro de actividad;op.exp.8;operacional;explotación;Se deberán habilitar alertas para los siguientes eventos: * Llamadas no permitidas a la API, * Accesos no permitidos a la consola, * Todos los intentos de acceso sin el correcto uso de MFA, * Toda la actividad realizada sobre y por la cuenta root, * Cualquier cambio en las políticas IAM;alto;recomendacion;trazabilidad;automático;;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:eu-north-1:334960985321:log-group;cloudwatch_log_metric_filter_unauthorized_api_calls;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.1.aws.cfg.1;Inventario de activos;op.exp.1;operacional;explotación;En lo referente al inventariado de activos, asegurar que AWS Config está habilitado en todas las regiones y utilizar la herramienta para obtener una vista de los recursos existentes en las cuentas de AWS.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.1.aws.cfg.2;Inventario de activos;op.exp.1;operacional;explotación;Configurar una regla de Config Rules que alerte sobre el despliegue de recursos sin las etiquetas correspondientes asociadas.;bajo;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.3.aws.cfg.1;Gestión de la configuración de seguridad;op.exp.3;operacional;explotación;El cumplimiento de los requisitos se puede apoyar en la utilización de los servicios Config, Config Rules y Conformance Packs para identificar líneas base de configuración para evaluar si los recursos de AWS se ajustan a las prácticas autorizadas por la organización.;bajo;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.3.r3.aws.cfg.1;Copias de seguridad;op.exp.3.r3;operacional;explotación;La entidad usuaria puede consultar el histórico de configuraciones de recursos en AWS Config.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.mon.3.r2.aws.cfg.1;Análisis dinámico;op.mon.3.r2;operacional;monitorización del sistema;Utilizar las herramientas AWS Config y Security hub;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.mon.3.r6.aws.cfg.1;Inspecciones de seguridad;op.mon.3.r6;operacional;monitorización del sistema;Utilizar Config Rules y AWS Inspector;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;AWS Config recorder 334960985321 is disabled.;arn:aws:config:eu-north-1:334960985321:recorder;config_recorder_all_regions_enabled;False;334960985321;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;mp.si.2.aws.kms.1;Criptografía;mp.si.2;medidas de protección;protección de los soportes de información;Aplicar cifrado sobre el almacenamiento de las instancias en todos sus volúmenes de datos.;alto;requisito;confidencialidad,integridad;automático;;FAIL;EBS Snapshot vol-0e5fdadc95af04884 is unencrypted.;arn:aws:ec2:eu-north-1:334960985321:volume/vol-0e5fdadc95af04884;ec2_ebs_volume_encryption;False;vol-0e5fdadc95af04884;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;mp.com.4.aws.vpc.2;Separación de flujos de información en la red;mp.com.4;medidas de protección;protección de las comunicaciones;Evitar el uso de subnets con la opción de asignación automática de IPs (auto-assign Public IP).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is not internet facing with an instance profile.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_internet_facing_with_instance_profile;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.acc.4.aws.iam.6;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Con AWS Systems Manager Automation pueden utilizarse documentos de automatización y diseñar flujos de trabajo para la administración de cambios o la ejecución de operaciones estándar para administrar las instancias EC2 (p. ej., actualizar los sistemas operativos), en lugar de permitir el acceso directo. ;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is unmanaged by Systems Manager because it is stopped.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_managed_by_ssm;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.acc.4.aws.sys.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Habilitar systems manager automation para evitar acceso remoto humano a tareas automatizables.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is unmanaged by Systems Manager because it is stopped.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_managed_by_ssm;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.1.aws.sys.1;Inventario de activos;op.exp.1;operacional;explotación;En el ámbito del software desplegado en las instancias de EC2, habilitar AWS System Manager Inventory para todo el entorno de EC2 en caso de no utilizar herramientas de terceros.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is unmanaged by Systems Manager because it is stopped.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_managed_by_ssm;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.4.aws.sys.2;Mantenimiento y actualizaciones de seguridad;op.exp.4;operacional;explotación;Utilizar AWS Systems Manager Patch Manager para planificar y gestionar la aplicación de parches minimizando los riesgos asociados a tener instancias con software desactualizado y expuesto a vulnerabilidades conocidas.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is unmanaged by Systems Manager because it is stopped.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_managed_by_ssm;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;op.exp.4.r2.aws.sys.1;Prevención de fallos;op.exp.4.r2;operacional;explotación;Utilizar la solución AWS Systems Manager Automation para automatizar las tareas de corrección en servicios de AWS como EC2 y RDS.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-07155be449979bd7a is unmanaged by Systems Manager because it is stopped.;arn:aws:ec2:eu-north-1:334960985321:instance/i-07155be449979bd7a;ec2_instance_managed_by_ssm;False;i-07155be449979bd7a;ENS;ENS RD 311/2022 - Categoría Alta
