PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR04;When data is requested from outside the trust perimeter, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;;CCC.Core.CN05 Prevent Access from Untrusted Entities;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment bb0a7c6d-0199-4697-9bbf-f040aeaad960 in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/bb0a7c6d-0199-4697-9bbf-f040aeaad960;bb0a7c6d-0199-4697-9bbf-f040aeaad960;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment bb0a7c6d-0199-4697-9bbf-f040aeaad960 in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/bb0a7c6d-0199-4697-9bbf-f040aeaad960;bb0a7c6d-0199-4697-9bbf-f040aeaad960;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment bb0a7c6d-0199-4697-9bbf-f040aeaad960 in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/bb0a7c6d-0199-4697-9bbf-f040aeaad960;bb0a7c6d-0199-4697-9bbf-f040aeaad960;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN04.AR01;When routing weights change, the request MUST originate from an explicitly defined and trusted identity and MUST be logged.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN04 Enforce Distribution Policies;;Ensure traffic-splitting weights and algorithms are modified only by trusted identities.;['tlp-green', 'tlp-amber', 'tlp-red'];Define a list of trusted principals allowed to modify routing configurations. Enforce via conditional access policies, and log changes using audit logging. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN05.AR01;When stickiness is enabled, session cookies MUST expire within 30 minutes of inactivity.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN05 Validate Session Affinity;;Configure session persistence to minimise fixation and hijacking risks.;['tlp-green', 'tlp-amber', 'tlp-red'];Audit CCC.LB.F15 parameters via configuration scans.;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-7']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-23']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN09.AR01;When an API call originates outside the approved CIDR set, the request MUST be denied.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN09 Restrict Management API Access;;Limit load-balancer API calls to authorised identities and trusted networks.;['tlp-green', 'tlp-amber', 'tlp-red'];Combine VPC endpoints with IAM condition-key filters for protected APIs.;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH08']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-5']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-7']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Vector.CN02.AR01;When an index lifecycle event is triggered, the service MUST verify that the actor has explicit permissions for the operation type.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN02 Enforce Role-Based Index Lifecycle Management;;Restrict index lifecycle operations (create, delete, rollback) to privileged identities using fine-grained access controls.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH02', 'CCC.Vector.TH04', 'CCC.TH01']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-012']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR03;When administrative access or configuration change is attempted on the service or a child resource in a multi-tenant environment, the service MUST refuse requests across tenant boundaries unless the origin is explicitly included in a pre-approved allowlist.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR04;When data is requested from outside the trust perimeter, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;;CCC.Core.CN05 Prevent Access from Untrusted Entities;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration. ;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.1.3']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];PASS;Role assignment 1d87765a-3570-435b-92a5-adcccf531e5e in subscription Azure subscription 1 does not grant User Access Administrator role.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a/providers/Microsoft.Authorization/roleAssignments/1d87765a-3570-435b-92a5-adcccf531e5e;1d87765a-3570-435b-92a5-adcccf531e5e;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN03.AR02;When an attempt is made to alter the retention or object lock status of an external data log source or bucket, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.KeyMgmt.CN01.AR01;When a key version is scheduled for deletion or disabled, an alert MUST be generated within five minutes.;Logging and Metrics Publication;Controls that collect, alert, and retain key-management events.;CCC.KeyMgmt.CN01 Alert on Key-version Changes;;Generate near-real-time alerts when a KMS key version is disabled or scheduled for deletion, enabling rapid investigation and recovery.;['tlp-amber', 'tlp-red'];Use native event services (e.g., CloudWatch Events, Azure Monitor, Cloud Audit Logs) to route notifications to an incident-response channel.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.KeyMgmt.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['RS.AN-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['IR-5']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN06.AR01;When more than 10 percent of targets change from healthy to unhealthy within five minutes, an alert MUST be issued.;Logging & Monitoring;Controls that detect anomalous traffic and record load-balancer activity. ;CCC.LB.CN06 Secure Health-Check Telemetry;;Monitor health-check endpoints for tampering and alert on abnormal status changes.;['tlp-green', 'tlp-amber', 'tlp-red'];Instrument metrics for health check results and target removal events. Configure monitoring alarms to alert on abnormal spikes in unhealthy targets. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH05']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-2']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN04.AR01;When routing weights change, the request MUST originate from an explicitly defined and trusted identity and MUST be logged.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN04 Enforce Distribution Policies;;Ensure traffic-splitting weights and algorithms are modified only by trusted identities.;['tlp-green', 'tlp-amber', 'tlp-red'];Define a list of trusted principals allowed to modify routing configurations. Enforce via conditional access policies, and log changes using audit logging. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN07.AR01;When an audit log event is recorded that corresponds to a modification of the logging service configuration such as disabling a log trail, deleting a log sink, or altering a log forwarding rule, an alert MUST be generated.;Logging and Monitoring;Controls that collect, alert, and retain logging-related events. ;CCC.Logging.CN07 Detect and Alert on Log Service Tampering;;Alert when any component of the critical logging infrastructure is disabled, modified, or deleted, indicating a defense evasion attempt.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH16']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'CA-7', 'AU-6']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Monitor.CN01.AR01;When an External Monitoring system exceeds the anticipated rate of monitoring checks then Rate Limiting MUST be applied and an Audit Alert MUST be generated.;Logging & Monitoring;Controls that collect, alert, and retain events from other monitoring services.;CCC.Monitor.CN01 Rate Limiting on External Monitoring;;Prevent DoS attacks using External Monitoring tools.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Monitor.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.IR-01', 'DE.CM-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-5', 'SC-7']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN07.AR02;When enumeration activities are detected, the service MUST log the client identity, time, and nature of the activity.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN07 Alert on Unusual Enumeration Activity;;Ensure that logs and associated alerts are generated when unusual enumeration activity is detected that may indicate reconnaissance activities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Implement logging mechanisms to capture details of enumeration activities, including client identity, timestamps, and activity nature. Retain logs according to organizational policies, and occasionally review them for patterns that may indicate reconnaissance activities. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH15']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-1']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-05', 'SEF-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-6']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN03.AR02;When an attempt is made to alter the retention or object lock status of an external data log source or bucket, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
