PROVIDER;DESCRIPTION;SUBSCRIPTIONID;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_TACTICS;REQUIREMENTS_SUBTECHNIQUES;REQUIREMENTS_PLATFORMS;REQUIREMENTS_TECHNIQUEURL;REQUIREMENTS_ATTRIBUTES_SERVICES;REQUIREMENTS_ATTRIBUTES_CATEGORIES;REQUIREMENTS_ATTRIBUTES_VALUES;REQUIREMENTS_ATTRIBUTES_COMMENTS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;LOCATION;FRAMEWORK;NAME
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1190;Exploit Public-Facing Application;Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration.;Initial Access;;Containers | IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1190/;Azure SQL Database, Azure Virtual Machine, Azure Automation Update Management, Azure App Service, Azure Container Service, Azure Kubernetes Service, Azure Network Watcher, Azure Policy, Azure Security Center , Azure Sentinel, Azure Web Application Firewall, Azure Web Application Firewall, Azure Microsoft Defender Vulnerability Management., Azure Virtual Machine, Azure SQL Database;Detect, Detect, Protect, Detect, Protect, Protect, Protect, Protect, Protect, Detect, Detect, Protect, Protect, Protect, Protect;Minimal, Partial, Partial, Partial, Minimal, Partial, Significant, Partial, Minimal, Minimal, Significant, Significant, Partial, Partial, Partial;"This control may alert on usage of faulty SQL statements. This generates an alert for a possible SQL injection by an application. Alerts may not be generated on usage of valid SQL statements by attackers for malicious purposes., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode executed as a payload in the exploitation of a software vulnerability. Detection is periodic at an unknown rate. The following alerts may be generated: ""Fileless attack technique detected"",""Fileless attack behavior detected"", ""Fileless attack toolkit detected"", ""Suspicious SVCHOST process executed""., This control provides partial coverage for techniques that exploit vulnerabilities in (common) unpatched software since it enables automated updates of software and rapid configuration change management., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode injected to exploit a vulnerability in a public-facing application. Detection is periodic at an unknown rate., This control may provide provide information about vulnerabilities within container images. The limited scope of containers and registries that are applicable to this control contribute to the lower score., This control may alert on publicly exposed Kubernetes services. This may provide context on services that should be patched or hardened for public access., This control can detect anomalous traffic to and from externally facing systems with respect to network security group (NSG) policy., This control may provide recommendations to restrict access to applications that are public facing and providing information on vulnerable applications., This control's CORS related recommendations can help lead to hardened web applications. This can reduce the likelihood of an application being exploited to reveal sensitive data that can lead to the compromise of an environment.Likewise this control's recommendations related to keeping Java/PHP up to date for API/Function/Web apps can lead to hardening the public facing content that uses these runtimes. This control's recommendations related to disabling Public network access for Azure databases can lead to reducing the exposure of resources to the public Internet and thereby reduce the attack surface.These recommendations are limited to specific technologies (Java, PHP and CORS, SQL DBs) and therefore provide Minimal coverage leading to a Minimal score., The Azure Sentinel Hunting ""Potential IIS code injection attempt"" query can detect some potential injection attacks against public-facing applications. The Azure Sentinel Analytics ""A potentially malicious web request was executed against a web server"" query can detect a high ratio of blocked requests and unobstructed requests to a Web Application Firewall (WAF) for a given client IP and hostname. The coverage for these queries is minimal (e.g. IIS) resulting in an overall Minimal score., This control can detect common web application attack vectors., This control can protect web applications from common attacks (e.g. SQL injection, XSS)., Once this control is deployed, it can detect known vulnerabilities in Windows and various Linux endpoints. This information can be used to patch, isolate, or remove vulnerable software and machines. This control does not directly protect against exploitation and it is not effective against zero day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial., This control can be configured to completely block inbound access to selected ports until access is requested. This prevents any attempt at exploitation of a public-facing application unless the attacker has the credentials and permissions to request such access. Even if permission has been granted to an authorized user to access the virtual machine, a list of authorized IP addresses for that access can be configured. The score is minimal, since this control only applies to specific applications requiring credentialed access, as opposed to a public webserver, This control provides recommendations to patch if SQL server is out of date and to disable unneeded features to reduce exploitable surface area.";FAIL;No IoT Security Solutions found in the subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_iot_hub_defender_is_on;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1486;Data Encrypted for Impact;Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources. They can attempt to render stored data inaccessible by encrypting files or data on local and remote drives and withholding access to a decryption key. This may be done in order to extract monetary compensation from a victim in exchange for decryption or a decryption key (ransomware) or to render data permanently inaccessible in cases where the key is not saved or transmitted.;Impact;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1486/;Azure Backup, Azure Security Center Recommendations, Azure Sentinel, Cloud App Security Policies;Respond, Protect, Detect, Detect;Significant, Partial, Minimal, Partial;"Data backups provide a significant response to data encryption/ransomware by enabling the restoration of data from backup., This control's ""Immutable (read-only) root filesystem should be enforced for containers"" recommendation can lead to mitigating this technique by preventing modification of the local filesystem. Due to it being a recommendation, its score is capped at Partial., The Azure Sentinel Analytics ""Sensitive Azure Key Vault Operations"" query can identify potential attacker activity intended to delete private key(s) required to decrypt content., This control can detect a range of ransomware-related activities including encryption. Relevant alert include ""Ransomware activities"" and ""Unusual file deletion activity (by user)"".";FAIL;No IoT Security Solutions found in the subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_iot_hub_defender_is_on;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1499;Endpoint Denial of Service;Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a persistent crash condition. Example services include websites, email services, DNS, and web-based applications. Adversaries have been observed conducting DoS attacks for political purposes[1] and to support other malicious activities, including distraction[2], hacktivism, and extortion.;Impact;T1499.002 - Service Exhaustion Flood | T1499.003 - Application Exhaustion Flood | T1499.004 - Application or System Exploitation;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1499/;Azure Automation Update Management, Azure DDOS Protection Standard, Azure Network Traffic Analytics, Azure Private Link, Azure Security Center Recommendations, Network Security Groups;Protect, Protect, Detect, Protect, Protect, Protect;Partial, Significant, Partial, Partial, Minimal, Partial;This control provides protection against the subset of Denial of Service (DOS) attacks that leverage system/application vulnerabilities as opposed to volumetric attacks since it enables automated updates of software and rapid configuration change management., Protects against volumetric and protocol DOS, though not application., This control can identify volumetric and multi-sourced denial-of-service attacks., Prevents Denial of Service (DOS) against systems that would otherwise need to connect via an internet-traversing path (coverage partial, since doesn't apply to systems that must be directly exposed to the Internet), This control provides recommendations for limiting the CPU and memory resources consumed by a container to minimize resource exhaustion attacks. Because this control only covers one sub-technique of this technique, its score is assessed as Minimal., This control provides partial protection for a majority of this control's sub-techinques and procedure examples resulting in overall score of Partial.;FAIL;No IoT Security Solutions found in the subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_iot_hub_defender_is_on;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1190;Exploit Public-Facing Application;Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration.;Initial Access;;Containers | IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1190/;Azure SQL Database, Azure Virtual Machine, Azure Automation Update Management, Azure App Service, Azure Container Service, Azure Kubernetes Service, Azure Network Watcher, Azure Policy, Azure Security Center , Azure Sentinel, Azure Web Application Firewall, Azure Web Application Firewall, Azure Microsoft Defender Vulnerability Management., Azure Virtual Machine, Azure SQL Database;Detect, Detect, Protect, Detect, Protect, Protect, Protect, Protect, Protect, Detect, Detect, Protect, Protect, Protect, Protect;Minimal, Partial, Partial, Partial, Minimal, Partial, Significant, Partial, Minimal, Minimal, Significant, Significant, Partial, Partial, Partial;"This control may alert on usage of faulty SQL statements. This generates an alert for a possible SQL injection by an application. Alerts may not be generated on usage of valid SQL statements by attackers for malicious purposes., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode executed as a payload in the exploitation of a software vulnerability. Detection is periodic at an unknown rate. The following alerts may be generated: ""Fileless attack technique detected"",""Fileless attack behavior detected"", ""Fileless attack toolkit detected"", ""Suspicious SVCHOST process executed""., This control provides partial coverage for techniques that exploit vulnerabilities in (common) unpatched software since it enables automated updates of software and rapid configuration change management., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode injected to exploit a vulnerability in a public-facing application. Detection is periodic at an unknown rate., This control may provide provide information about vulnerabilities within container images. The limited scope of containers and registries that are applicable to this control contribute to the lower score., This control may alert on publicly exposed Kubernetes services. This may provide context on services that should be patched or hardened for public access., This control can detect anomalous traffic to and from externally facing systems with respect to network security group (NSG) policy., This control may provide recommendations to restrict access to applications that are public facing and providing information on vulnerable applications., This control's CORS related recommendations can help lead to hardened web applications. This can reduce the likelihood of an application being exploited to reveal sensitive data that can lead to the compromise of an environment.Likewise this control's recommendations related to keeping Java/PHP up to date for API/Function/Web apps can lead to hardening the public facing content that uses these runtimes. This control's recommendations related to disabling Public network access for Azure databases can lead to reducing the exposure of resources to the public Internet and thereby reduce the attack surface.These recommendations are limited to specific technologies (Java, PHP and CORS, SQL DBs) and therefore provide Minimal coverage leading to a Minimal score., The Azure Sentinel Hunting ""Potential IIS code injection attempt"" query can detect some potential injection attacks against public-facing applications. The Azure Sentinel Analytics ""A potentially malicious web request was executed against a web server"" query can detect a high ratio of blocked requests and unobstructed requests to a Web Application Firewall (WAF) for a given client IP and hostname. The coverage for these queries is minimal (e.g. IIS) resulting in an overall Minimal score., This control can detect common web application attack vectors., This control can protect web applications from common attacks (e.g. SQL injection, XSS)., Once this control is deployed, it can detect known vulnerabilities in Windows and various Linux endpoints. This information can be used to patch, isolate, or remove vulnerable software and machines. This control does not directly protect against exploitation and it is not effective against zero day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial., This control can be configured to completely block inbound access to selected ports until access is requested. This prevents any attempt at exploitation of a public-facing application unless the attacker has the credentials and permissions to request such access. Even if permission has been granted to an authorized user to access the virtual machine, a list of authorized IP addresses for that access can be configured. The score is minimal, since this control only applies to specific applications requiring credentialed access, as opposed to a public webserver, This control provides recommendations to patch if SQL server is out of date and to disable unneeded features to reduce exploitable surface area.";FAIL;Microsoft Defender for Cloud Apps not exists for subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_mcas_is_enabled;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1486;Data Encrypted for Impact;Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources. They can attempt to render stored data inaccessible by encrypting files or data on local and remote drives and withholding access to a decryption key. This may be done in order to extract monetary compensation from a victim in exchange for decryption or a decryption key (ransomware) or to render data permanently inaccessible in cases where the key is not saved or transmitted.;Impact;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1486/;Azure Backup, Azure Security Center Recommendations, Azure Sentinel, Cloud App Security Policies;Respond, Protect, Detect, Detect;Significant, Partial, Minimal, Partial;"Data backups provide a significant response to data encryption/ransomware by enabling the restoration of data from backup., This control's ""Immutable (read-only) root filesystem should be enforced for containers"" recommendation can lead to mitigating this technique by preventing modification of the local filesystem. Due to it being a recommendation, its score is capped at Partial., The Azure Sentinel Analytics ""Sensitive Azure Key Vault Operations"" query can identify potential attacker activity intended to delete private key(s) required to decrypt content., This control can detect a range of ransomware-related activities including encryption. Relevant alert include ""Ransomware activities"" and ""Unusual file deletion activity (by user)"".";FAIL;Microsoft Defender for Cloud Apps not exists for subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_mcas_is_enabled;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;2026-04-07 15:21:07.449768;T1190;Exploit Public-Facing Application;Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration.;Initial Access;;Containers | IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1190/;Azure SQL Database, Azure Virtual Machine, Azure Automation Update Management, Azure App Service, Azure Container Service, Azure Kubernetes Service, Azure Network Watcher, Azure Policy, Azure Security Center , Azure Sentinel, Azure Web Application Firewall, Azure Web Application Firewall, Azure Microsoft Defender Vulnerability Management., Azure Virtual Machine, Azure SQL Database;Detect, Detect, Protect, Detect, Protect, Protect, Protect, Protect, Protect, Detect, Detect, Protect, Protect, Protect, Protect;Minimal, Partial, Partial, Partial, Minimal, Partial, Significant, Partial, Minimal, Minimal, Significant, Significant, Partial, Partial, Partial;"This control may alert on usage of faulty SQL statements. This generates an alert for a possible SQL injection by an application. Alerts may not be generated on usage of valid SQL statements by attackers for malicious purposes., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode executed as a payload in the exploitation of a software vulnerability. Detection is periodic at an unknown rate. The following alerts may be generated: ""Fileless attack technique detected"",""Fileless attack behavior detected"", ""Fileless attack toolkit detected"", ""Suspicious SVCHOST process executed""., This control provides partial coverage for techniques that exploit vulnerabilities in (common) unpatched software since it enables automated updates of software and rapid configuration change management., This control's Fileless Attack Detection identifies shellcode executing within process memory, including shellcode injected to exploit a vulnerability in a public-facing application. Detection is periodic at an unknown rate., This control may provide provide information about vulnerabilities within container images. The limited scope of containers and registries that are applicable to this control contribute to the lower score., This control may alert on publicly exposed Kubernetes services. This may provide context on services that should be patched or hardened for public access., This control can detect anomalous traffic to and from externally facing systems with respect to network security group (NSG) policy., This control may provide recommendations to restrict access to applications that are public facing and providing information on vulnerable applications., This control's CORS related recommendations can help lead to hardened web applications. This can reduce the likelihood of an application being exploited to reveal sensitive data that can lead to the compromise of an environment.Likewise this control's recommendations related to keeping Java/PHP up to date for API/Function/Web apps can lead to hardening the public facing content that uses these runtimes. This control's recommendations related to disabling Public network access for Azure databases can lead to reducing the exposure of resources to the public Internet and thereby reduce the attack surface.These recommendations are limited to specific technologies (Java, PHP and CORS, SQL DBs) and therefore provide Minimal coverage leading to a Minimal score., The Azure Sentinel Hunting ""Potential IIS code injection attempt"" query can detect some potential injection attacks against public-facing applications. The Azure Sentinel Analytics ""A potentially malicious web request was executed against a web server"" query can detect a high ratio of blocked requests and unobstructed requests to a Web Application Firewall (WAF) for a given client IP and hostname. The coverage for these queries is minimal (e.g. IIS) resulting in an overall Minimal score., This control can detect common web application attack vectors., This control can protect web applications from common attacks (e.g. SQL injection, XSS)., Once this control is deployed, it can detect known vulnerabilities in Windows and various Linux endpoints. This information can be used to patch, isolate, or remove vulnerable software and machines. This control does not directly protect against exploitation and it is not effective against zero day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial., This control can be configured to completely block inbound access to selected ports until access is requested. This prevents any attempt at exploitation of a public-facing application unless the attacker has the credentials and permissions to request such access. Even if permission has been granted to an authorized user to access the virtual machine, a list of authorized IP addresses for that access can be configured. The score is minimal, since this control only applies to specific applications requiring credentialed access, as opposed to a public webserver, This control provides recommendations to patch if SQL server is out of date and to disable unneeded features to reduce exploitable surface area.";FAIL;Microsoft Defender for Endpoint integration not exists for subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_wdatp_is_enabled;False;Azure subscription 1;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;2026-04-07 15:21:07.449768;T1078;Valid Accounts;Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Compromised credentials may be used to bypass access controls placed on various resources on systems within the network and may even be used for persistent access to remote systems and externally available services, such as VPNs, Outlook Web Access, network devices, and remote desktop.[1] Compromised credentials may also grant an adversary increased privilege to specific systems or access to restricted areas of the network. Adversaries may choose not to use malware or tools in conjunction with the legitimate access those credentials provide to make it harder to detect their presence.;Defense Evasion | Persistence | Privilege Escalation | Initial Access;T1078.001 - Default Accounts | T1078.004 - Cloud Accounts;Azure AD | Containers | Google Workspace | IaaS | Linux | Network | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1078/;Azure SQL Database, Azure Cosmos DB, Azure Windows Machines, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure AD, Azure Defender, Azure Policy, Azure Security Center, Azure Sentinel, Azure App Service, Azure AD, Azure AD;Detect, Detect, Detect, Detect, Respond, Detect, Protect, Protect, Protect, Detect, Protect, Protect, Detect, Detect, Protect, Respond;Minimal, Minimal, Partial, Partial, Partial, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Partial, Partial, Minimal, Minimal;"This control only provides alerts for a set of Azure database offerings. Databases that have been deployed to endpoints within Azure or third-party databases deployed to Azure do not generate alerts for this control., This control's detection is specific to the Cosmos DB and therefore provides minimal overall detection coverage for Valid Accounts resulting in a Minimal score. A relevant alert is ""Access from an unusual location to a Cosmos DB account""., This control is able to detect some of this technique's sub-techniques resulting in a Partial Coverage score and consequently an overall score of Partial., This control provides partial detection for some of this technique's sub-techniques and procedure examples resulting in an overall Partial detection score., This control provides a response capability that accompanies its detection capability that can contain and eradicate the impact of this technique. Because this capability varies between containment (federated accounts) and eradication (cloud accounts) and is only able to respond to some of this technique's sub-techniques, it has been scored as Partial., This control provides recommendations that can lead to the detection of the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited detection for this technique's procedure examples. Consequently, its overall detection coverage score is minimal., This control provides recommendations that can lead to protecting against the malicious usage of valid cloud accounts but does not provide recommendations for the remaining sub-techniques Additionally, it provides limited protection for this technique's procedure examples. Consequently, its overall protection coverage score is minimal., This control only protects cloud accounts and therefore its overall protection coverage is Minimal., This control only provides protection for one of this technique's sub-techniques while not providing any protection for the remaining and therefore its coverage score is Minimal, resulting in a Minimal score., This control provides minimal detection for its procedure examples. Additionally, it is able to detect only one of its sub-techniques (Cloud Accounts) resulting in a Minimal Coverage score and consequently an overall score of Minimal., , This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control's recommendations about removing deprecated and external accounts with sensitive permissions from your subscription can lead to mitigating the Cloud Accounts sub-technique of this technique. Because this is a recommendation and has low coverage, it is assessed as Minimal., This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity.Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user""., This control only provides minimal protection for this technique's procedure examples along and also only protects one of its sub-techniques resulting in an overall Minimal score., This control only protects cloud accounts and therefore its overall coverage is minimal resulting in a Minimal respond score for this technique.";FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;2026-04-07 15:21:07.449768;T1098;Account Manipulation;Adversaries may manipulate accounts to maintain access to victim systems. Account manipulation may consist of any action that preserves adversary access to a compromised account, such as modifying credentials or permission groups. These actions could also include account activity designed to subvert security policies, such as performing iterative password updates to bypass password duration policies and preserve the life of compromised credentials.;Persistence;T1098.001 - Additional Cloud Credentials | T1098.003 - Additional Cloud Roles | T1098.004 - SSH Authorized Keys;IaaS | Office 365 | SaaS;https://attack.mitre.org/techniques/T1098/;Azure AD, Azure AD, Azure Policy, Azure Security Center, Azure Sentinel, Microsoft Cloud App Security, Microsoft Defender for Cloud, Azure Monitor, Microsoft Defender for Identity, Azure Resource Manager;Detect, Protect, Protect, Protect, Detect, Detect, Detect, Detect, Detect, Protect;Minimal, Partial, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Minimal, Partial;"This control only provides detection for one of this technique's sub-techniques while not providing any detection for the remaining and therefore its coverage score is Minimal, resulting in a Minimal score., This control provides significant protection for some of this technique's sub-techniques while not providing any protection for others, resulting in a Partial score., , This control's ""Immutable (read-only) root filesystem should be enforced for containers"" recommendation can prevent modifying the ssh_authorized keys file. Because it is a recommendation and limited to only one sub-technique, its score is Minimal., The following Azure Sentinel Hunting queries can identify potentially malicious manipulation of accounts to increase or maintain access: ""Azure DevOps - Guest users access enabled"", ""Azure DevOps - Additional Org Admin added"", ""Anomalous Activity Role Assignment"", ""Anomalous Role Assignment"", and ""Anomalous AAD Account Manipulation"", which indicate expansion of accounts' access/privileges; ""Bots added to multiple teams"" which indicates workspace access granted to automated accounts. The following Azure Sentinel Analytics queries can identify potentially malicious manipulation of accounts to increase or maintain access: ""Suspicious granting of permissions to an account"" from a previously unobserved IP address, ""External user added and removed in short timeframe"" for Teams resources, ""Account added and removed from privileged group"", ""User account added to built in domain local or global group"", and ""New user created and added to the built-in administrator group"". ""Multiple Password Reset by user"" can detect potentially malicious iterative password resets., This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app""., , This control provides partial detection for only one of this technique's sub-techniques and does not cover most of its procedure examples, resulting in a score of Minimal., This controls's ""Suspicious additions to sensitive groups (external ID 2024)"" alert can utilize machine learning to detect when an attacker adds users to highly privileged groups. Adding users is done to gain access to more resources, and gain persistency. This detection relies on profiling the group modification activities of users, and alerting when an abnormal addition to a sensitive group is observed. Defender for Identity profiles continuously.This alert provides Partial coverage of this technique with a reduced false-positive rate by utilizing machine learning models., This control provides protection for some of this technique's sub-techniques and therefore its coverage score factor is Partial, resulting in a Partial score.";FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;2026-04-07 15:21:07.449768;T1556;Modify Authentication Process;Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Security Authentication Server (LSASS) process and the Security Accounts Manager (SAM) on Windows, pluggable authentication modules (PAM) on Unix-based systems, and authorization plugins on MacOS systems, responsible for gathering, storing, and validating credentials. By modifying an authentication process, an adversary may be able to authenticate to a service or system without using Valid Accounts.;Credential Access | Defense Evasion | Persistence;T1556.006 - Multi-Factor Authentication | T1556.007 - Hybrid Identity;Azure AD | Google Workspace | IaaS | Linux | Network | Office 365 | Windows | macOS;https://attack.mitre.org/techniques/T1556/;Azure Security Center, Azure Sentinel, Microsoft Defender for Cloud File Integrity Monitoring, Microsoft Defender for Identity;Protect, Detect, Detect, Detect;Minimal, Minimal, Partial, Minimal;"This control's ""Immutable (read-only) root filesystem should be enforced for containers"" recommendation can mitigate a sub-techniques of this technique. Due to it being a recommendation and providing minimal coverage, its score is assessed as Minimal., The Azure Sentinel Hunting ""Azure DevOps Conditional Access Disabled"" query can identify potentially malicious modifications of the DevOps access policy.The Azure Sentinel Analytics ""MFA disabled for a user"" and ""GitHub Two Factor Auth Disable"" queries can detect potentially malicious changes in multi-factor authentication settings., This control is effective for detecting the Registry and file system artifacts that are generated during the execution of some variations of this technique while minimizing false positives due to the locations being monitored changing infrequently (e.g. /etc/pam.d/)., This control provides minimal detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score.";FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;global;MITRE-ATTACK;MITRE ATT&CK compliance framework
