PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;A.5 Organizational controls;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;A.5 Organizational controls;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;A.5 Organizational controls;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;FAIL;Privileged user Muhammad Hussain Zahid does not have MFA.;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_privileged_user_has_mfa;False;Muhammad Hussain Zahid;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.17;Authentication Information;Allocation and management of authentication information should be controlled by a management process, including advising personnel on the appropriate handling of authentication information.;A.5 Organizational controls;A.5.17;Authentication Information;Allocation and management of authentication information should be controlled by a management process, including advising personnel on the appropriate handling of authentication information.;FAIL;Privileged user Muhammad Hussain Zahid does not have MFA.;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_privileged_user_has_mfa;False;Muhammad Hussain Zahid;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;There is no trusted location with IP ranges defined.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;entra_trusted_named_locations_exists;False;muhammadhussainzahid5gmail.onmicrosoft.com;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;A.5 Organizational controls;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;FAIL;User Muhammad Hussain Zahid without MFA can access VMs in subscription Azure subscription 1;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_user_with_vm_access_has_mfa;False;Muhammad Hussain Zahid;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.17;Authentication Information;Allocation and management of authentication information should be controlled by a management process, including advising personnel on the appropriate handling of authentication information.;A.5 Organizational controls;A.5.17;Authentication Information;Allocation and management of authentication information should be controlled by a management process, including advising personnel on the appropriate handling of authentication information.;FAIL;User Muhammad Hussain Zahid without MFA can access VMs in subscription Azure subscription 1;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_user_with_vm_access_has_mfa;False;Muhammad Hussain Zahid;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.5;Secure Authentication;Secure authentication technologies and procedures should be implemented based on information access restrictions and the topic-specific policy on access control.;A.8 Technological controls;A.8.5;Secure Authentication;Secure authentication technologies and procedures should be implemented based on information access restrictions and the topic-specific policy on access control.;FAIL;User Muhammad Hussain Zahid without MFA can access VMs in subscription Azure subscription 1;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_user_with_vm_access_has_mfa;False;Muhammad Hussain Zahid;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;A.5 Organizational controls;A.5.2;Roles and Responsibilities;Information security roles and responsibilities should be defined and allocated according to the organisation needs.;FAIL;Users can create Microsoft 365 groups.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;entra_users_cannot_create_microsoft_365_groups;False;muhammadhussainzahid5gmail.onmicrosoft.com;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;Users can create Microsoft 365 groups.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;entra_users_cannot_create_microsoft_365_groups;False;muhammadhussainzahid5gmail.onmicrosoft.com;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;Users can create Microsoft 365 groups.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;entra_users_cannot_create_microsoft_365_groups;False;muhammadhussainzahid5gmail.onmicrosoft.com;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;Users can create Microsoft 365 groups.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;entra_users_cannot_create_microsoft_365_groups;False;muhammadhussainzahid5gmail.onmicrosoft.com;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_policy_assignment;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_policy_assignment;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_nsg;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_nsg;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_public_ip_address_rule;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.1;User Endpoint Devices;Information stored on, processed by or accessible via user endpoint devices should be protected.;A.8 Technological controls;A.8.1;User Endpoint Devices;Information stored on, processed by or accessible via user endpoint devices should be protected.;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_public_ip_address_rule;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_public_ip_address_rule;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for creating/updating SQL Server firewall rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_create_update_sqlserver_fr;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
