PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_delete_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_delete_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_delete_security_solution;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;A.5 Organizational controls;A.5.7;Threat Intelligence;Information relating to information security threats should be collected and analysed to produce threat intelligence.;FAIL;There is not an alert for deleting SQL Server firewall rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_delete_sqlserver_fr;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;A.8 Technological controls;A.8.16;Monitoring Activities;Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.;FAIL;There is not an alert for deleting SQL Server firewall rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_alert_delete_sqlserver_fr;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;No diagnostic setting captures all appropriate categories (Administrative, Security, Alert, Policy) in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_diagnostic_setting_with_appropriate_categories;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;No diagnostic setting captures all appropriate categories (Administrative, Security, Alert, Policy) in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_diagnostic_setting_with_appropriate_categories;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.16;Identity Management;The full lifecycle of identities should be managed.;A.5 Organizational controls;A.5.16;Identity Management;The full lifecycle of identities should be managed.;FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_diagnostic_settings_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;A.5 Organizational controls;A.5.22;Monitor, Review And Change Management Of Supplier Services;The organisation should regularly monitor, review, evaluate and manage change in supplier information security practices and service delivery.;FAIL;No diagnostic settings found in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;monitor_diagnostic_settings_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.14;Redundancy of information processing facilities;Information processing facilities should be implemented with redundancy sufficient to meet availability;A.8 Technological controls;A.8.14;Redundancy of information processing facilities;Information processing facilities should be implemented with redundancy sufficient to meet availability;FAIL;Bastion Host from subscription Azure subscription 1 does not exist;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_bastion_host_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.20;Network Security;Networks and network devices should be secured, managed and controlled to protect information in systems and applications.;A.8 Technological controls;A.8.20;Network Security;Networks and network devices should be secured, managed and controlled to protect information in systems and applications.;FAIL;Bastion Host from subscription Azure subscription 1 does not exist;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_bastion_host_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.21;Security of Network Services;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;A.8 Technological controls;A.8.21;Security of Network Services;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;FAIL;Bastion Host from subscription Azure subscription 1 does not exist;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_bastion_host_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.22;Segregation of Networks;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;A.8 Technological controls;A.8.22;Segregation of Networks;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;FAIL;Bastion Host from subscription Azure subscription 1 does not exist;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_bastion_host_exists;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.14;Redundancy of information processing facilities;Information processing facilities should be implemented with redundancy sufficient to meet availability;A.8 Technological controls;A.8.14;Redundancy of information processing facilities;Information processing facilities should be implemented with redundancy sufficient to meet availability;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': eastasia, italynorth, malaysiawest, israelcentral, westus3, australiacentral2, canadacentral, denmarkeast, uaenorth, belgiumcentral, japaneast, southindia, westcentralus, swedencentral, northcentralus, germanynorth, southcentralus, spaincentral, qatarcentral, koreasouth, austriaeast, uksouth, westus, switzerlandnorth, norwaywest, southafricawest, centralus, centralindia, canadaeast, westus2, koreacentral, brazilsouth, jioindiawest, norwayeast, brazilsoutheast, francecentral, eastus, jioindiacentral, australiacentral, francesouth, indonesiacentral, mexicocentral, eastus2, japanwest, switzerlandwest, newzealandnorth, germanywestcentral, uaecentral, australiaeast, westeurope, polandcentral, australiasoutheast, westindia, chilecentral, southafricanorth, ukwest, southeastasia, northeurope.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_watcher_enabled;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.20;Network Security;Networks and network devices should be secured, managed and controlled to protect information in systems and applications.;A.8 Technological controls;A.8.20;Network Security;Networks and network devices should be secured, managed and controlled to protect information in systems and applications.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': eastasia, italynorth, malaysiawest, israelcentral, westus3, australiacentral2, canadacentral, denmarkeast, uaenorth, belgiumcentral, japaneast, southindia, westcentralus, swedencentral, northcentralus, germanynorth, southcentralus, spaincentral, qatarcentral, koreasouth, austriaeast, uksouth, westus, switzerlandnorth, norwaywest, southafricawest, centralus, centralindia, canadaeast, westus2, koreacentral, brazilsouth, jioindiawest, norwayeast, brazilsoutheast, francecentral, eastus, jioindiacentral, australiacentral, francesouth, indonesiacentral, mexicocentral, eastus2, japanwest, switzerlandwest, newzealandnorth, germanywestcentral, uaecentral, australiaeast, westeurope, polandcentral, australiasoutheast, westindia, chilecentral, southafricanorth, ukwest, southeastasia, northeurope.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_watcher_enabled;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.21;Security of Network Services;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;A.8 Technological controls;A.8.21;Security of Network Services;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': eastasia, italynorth, malaysiawest, israelcentral, westus3, australiacentral2, canadacentral, denmarkeast, uaenorth, belgiumcentral, japaneast, southindia, westcentralus, swedencentral, northcentralus, germanynorth, southcentralus, spaincentral, qatarcentral, koreasouth, austriaeast, uksouth, westus, switzerlandnorth, norwaywest, southafricawest, centralus, centralindia, canadaeast, westus2, koreacentral, brazilsouth, jioindiawest, norwayeast, brazilsoutheast, francecentral, eastus, jioindiacentral, australiacentral, francesouth, indonesiacentral, mexicocentral, eastus2, japanwest, switzerlandwest, newzealandnorth, germanywestcentral, uaecentral, australiaeast, westeurope, polandcentral, australiasoutheast, westindia, chilecentral, southafricanorth, ukwest, southeastasia, northeurope.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_watcher_enabled;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;A.8.22;Segregation of Networks;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;A.8 Technological controls;A.8.22;Segregation of Networks;Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': eastasia, italynorth, malaysiawest, israelcentral, westus3, australiacentral2, canadacentral, denmarkeast, uaenorth, belgiumcentral, japaneast, southindia, westcentralus, swedencentral, northcentralus, germanynorth, southcentralus, spaincentral, qatarcentral, koreasouth, austriaeast, uksouth, westus, switzerlandnorth, norwaywest, southafricawest, centralus, centralindia, canadaeast, westus2, koreacentral, brazilsouth, jioindiawest, norwayeast, brazilsoutheast, francecentral, eastus, jioindiacentral, australiacentral, francesouth, indonesiacentral, mexicocentral, eastus2, japanwest, switzerlandwest, newzealandnorth, germanywestcentral, uaecentral, australiaeast, westeurope, polandcentral, australiasoutheast, westindia, chilecentral, southafricanorth, ukwest, southeastasia, northeurope.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;network_watcher_enabled;False;Azure subscription 1;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.3;Segregation of Duties;Conflicting duties and conflicting areas of responsibility should be segregated.;A.5 Organizational controls;A.5.3;Segregation of Duties;Conflicting duties and conflicting areas of responsibility should be segregated.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.4;Management Responsibilities;Management should require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization.;A.5 Organizational controls;A.5.4;Management Responsibilities;Management should require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.6;Contact With Special Interest Groups;The organisation should establish and maintain contact with special interest groups or other specialist security forums and professional associations.;A.5 Organizational controls;A.5.6;Contact With Special Interest Groups;The organisation should establish and maintain contact with special interest groups or other specialist security forums and professional associations.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.8;Information Security In Project Management;Information security should be integrated into project management.;A.5 Organizational controls;A.5.8;Information Security In Project Management;Information security should be integrated into project management.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.9;Inventory Of Information And Other Associated Assets;An inventory of information and other associated assets, including owners, should be developed and maintained.;A.5 Organizational controls;A.5.9;Inventory Of Information And Other Associated Assets;An inventory of information and other associated assets, including owners, should be developed and maintained.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.10;Acceptable Use Of Information And Other Associated Assets;Rules for the acceptable use and procedures for handling information and other associated assets should be identified, documented and implemented.;A.5 Organizational controls;A.5.10;Acceptable Use Of Information And Other Associated Assets;Rules for the acceptable use and procedures for handling information and other associated assets should be identified, documented and implemented.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.11;Return Of Assets;Personnel and other interested parties as appropriate should return all the organisation’s assets in their possession upon change or termination of their employment, contract or agreement.;A.5 Organizational controls;A.5.11;Return Of Assets;Personnel and other interested parties as appropriate should return all the organisation’s assets in their possession upon change or termination of their employment, contract or agreement.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.12;Classification Of Information;Information should be classified according to the information security needs of the organisation based on confidentiality, integrity, availability and relevant interested party requirements.;A.5 Organizational controls;A.5.12;Classification Of Information;Information should be classified according to the information security needs of the organisation based on confidentiality, integrity, availability and relevant interested party requirements.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.13;Labelling Of Information;An appropriate set of procedures for information labelling should be developed and implemented in accordance with the information classification scheme adopted by the organisation.;A.5 Organizational controls;A.5.13;Labelling Of Information;An appropriate set of procedures for information labelling should be developed and implemented in accordance with the information classification scheme adopted by the organisation.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.14;Information Transfer;Information transfer rules, procedures, or agreements should be in place for all types of transfer facilities within the organisation and between the organisation and other parties.;A.5 Organizational controls;A.5.14;Information Transfer;Information transfer rules, procedures, or agreements should be in place for all types of transfer facilities within the organisation and between the organisation and other parties.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.20;Addressing Information Security Within Supplier Agreements;Relevant information security requirements should be established and agreed with each supplier based on the type of supplier relationship.;A.5 Organizational controls;A.5.20;Addressing Information Security Within Supplier Agreements;Relevant information security requirements should be established and agreed with each supplier based on the type of supplier relationship.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.23;Information Security For Use Of Cloud Services;Processes for acquisition, use, management and exit from cloud services should be established in accordance with the organisation’s information security requirements.;A.5 Organizational controls;A.5.23;Information Security For Use Of Cloud Services;Processes for acquisition, use, management and exit from cloud services should be established in accordance with the organisation’s information security requirements.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
azure;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-04-07 15:21:07.449768;A.5.24;Information Security Incident Management Planning and Preparation;The organization should plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities.;A.5 Organizational controls;A.5.24;Information Security Incident Management Planning and Preparation;The organization should plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
