PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-04-07 15:21:07.449768;mp.s.4.r1.az.nt.2;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar la supervisión del rendimiento de aplicaciones para los servicios en la nube;alto;requisito;disponibilidad;automático;;FAIL;There are no AppInsight configured in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;appinsights_ensure_is_configured;False;Azure subscription 1;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-04-07 15:21:07.449768;mp.s.4.r1.az.nt.3;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar defender para los servicios de aplicaciones en la nube;alto;requisito;disponibilidad;automático;;FAIL;No IoT Security Solutions found in the subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_iot_hub_defender_is_on;False;Azure subscription 1;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-04-07 15:21:07.449768;mp.s.4.r1.az.nt.3;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar defender para los servicios de aplicaciones en la nube;alto;requisito;disponibilidad;automático;;FAIL;Microsoft Defender for Cloud Apps not exists for subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_mcas_is_enabled;False;Azure subscription 1;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-04-07 15:21:07.449768;op.mon.3.r3.az.de.2;Ciberamenazas avanzadas;op.mon.3.r3 ;operacional;monitorización del sistema;Habilitar la protección de amenazas avanzadas para la detección de ciberamenazas en la nube.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Microsoft Defender for Endpoint integration not exists for subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;defender_ensure_wdatp_is_enabled;False;Azure subscription 1;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.5.r4.az.eid.1;Certificados en dispositivo físico;op.acc.5.r4;operacional;control de acceso;Habilitación de autenticación MFA para usuarios externos;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.6.az.eid.1;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;El acceso del usuario será gestionado desde Microsoft Entra;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.6.r4.az.mfa.1;Certificados en dispositivo físico;op.acc.6.r4;operacional;control de acceso;Habilitación de autenticación MFA para usuarios de la organización;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;Conditional Access Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.1.az.r1.eid.1;Identificacion Avanzada;op.acc.1.r1;operacional;control de acceso;La asignación del usuario deberá realizarse de manera única, singularizando a la persona asociada a cada identificador en Microsoft Entra;alto;refuerzo;trazabilidad,autenticidad;automático;;PASS;There are 1 global administrators.;d4ffd4a0-6b8e-4ace-8079-2b2a6c2748bb;entra_global_admin_in_less_than_five_users;False;Global Administrator;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.2.az.rbac.1;Requisitos de acceso;op.acc.2;operacional;control de acceso;Se debe aplicar la restricción de acceso al portal de Azure y la habilitación de Microsoft Entra Protection para minimizar los riesgos de inicio de sesión y comportamientos inusuales.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;entra_policy_default_users_cannot_create_security_groups;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.2.az.rbac.1;Requisitos de acceso;op.acc.2;operacional;control de acceso;Se debe aplicar la restricción de acceso al portal de Azure y la habilitación de Microsoft Entra Protection para minimizar los riesgos de inicio de sesión y comportamientos inusuales.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;opc.acc.5.az.eid.1;Mecanismo de autenticación (usuarios externos);op.acc.5;operacional;control de acceso;El usuario externo deberá contar con un usuario de la organización creado y gestionado para sus actividades de colaboración durante el período de tiempo definido en el contrato, de igual manera que el mecanismo de autenticación (usuarios de la organización) y será gestionado en la organización con Microsoft Entra.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;entra_policy_guest_invite_only_for_admin_roles;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;opc.acc.5.az.eid.1;Mecanismo de autenticación (usuarios externos);op.acc.5;operacional;control de acceso;El usuario externo deberá contar con un usuario de la organización creado y gestionado para sus actividades de colaboración durante el período de tiempo definido en el contrato, de igual manera que el mecanismo de autenticación (usuarios de la organización) y será gestionado en la organización con Microsoft Entra.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Guest user access is not restricted to properties and memberships of their own directory objects;authorizationPolicy;entra_policy_guest_users_access_restrictions;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.2.az.r1.eid.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Requisito de la configuración a través de la aplicación de roles RBAC;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.2.az.r1.eid.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Requisito de la configuración a través de la aplicación de roles RBAC;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: muhammadhussainzahid5gmail.onmicrosoft.com;global;2026-04-07 15:21:07.449768;op.acc.5.r2.az.eid.1;Contraseña + OTP;op.acc.5.r2;operacional;control de acceso;Proteger el acceso a los datos y aplicaciones a travez de la autenticación multifactor (MFA) de Microsoft Entra;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Privileged user Muhammad Hussain Zahid does not have MFA.;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_privileged_user_has_mfa;False;Muhammad Hussain Zahid;ENS;ENS RD 311/2022 - Categoría Alta
