PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_NAME;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_CCMLITE;REQUIREMENTS_ATTRIBUTES_IAAS;REQUIREMENTS_ATTRIBUTES_PAAS;REQUIREMENTS_ATTRIBUTES_SAAS;REQUIREMENTS_ATTRIBUTES_SCOPEAPPLICABILITY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-09;Define, implement and evaluate processes, procedures and technical measures for the segregation of privileged access roles such that administrative access to data, encryption and key management capabilities and logging capabilities are distinct and separated.;Segregation of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC5.1', 'CC6.1', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (j)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-3(7)', 'AC-6(4)', 'AC-6(8)', 'IA-5', 'IA-5(6)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['2.3', '3.5.2', '7.1.2', '7.1.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.6.1', '3.7.6', '6.5.3', '6.5.4', '7.2.1', '7.2.2', '10.3.1']}];PASS;There are 1 global administrators.;d4ffd4a0-6b8e-4ace-8079-2b2a6c2748bb;entra_global_admin_in_less_than_five_users;False;Global Administrator;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-10;Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the culmination of segregated privileged access.;Management of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1', '6.5']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3', '27001: A.9.4.4', '27002: 9.4.4', '27017: 9.4.4']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (i)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(7)', 'AC-3', 'AC-3(4)', 'AC-3(11)', 'AC-3(13)', 'AC-3(14)', 'AC-6', 'AC-6(4)', 'AC-6(5)', 'AC-6(8)', 'AC-12', 'AC-12(3)', 'AC-17', 'AC-17(4)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2']}];PASS;There are 1 global administrators.;d4ffd4a0-6b8e-4ace-8079-2b2a6c2748bb;entra_global_admin_in_less_than_five_users;False;Global Administrator;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;entra_policy_default_users_cannot_create_security_groups;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-04;Employ the separation of duties principle when implementing information system access.;Separation of Duties;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC1.3', 'CC5.1', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-05']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.2.2', '4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.6.1.2', '27002: 6.1.2']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.5.18', '27001: A.5.3', '27001: A.8.2']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-6', 'AC-6(1)-(10)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['6.4', '6.4.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['6.5.3', '6.5.4', '7.2.1', '7.2.2']}];FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-05;Employ the least privilege principle when implementing information system access.;Least Privilege;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_apps;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-05;Employ the least privilege principle when implementing information system access.;Least Privilege;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-09;Define, implement and evaluate processes, procedures and technical measures for the segregation of privileged access roles such that administrative access to data, encryption and key management capabilities and logging capabilities are distinct and separated.;Segregation of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC5.1', 'CC6.1', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (j)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-3(7)', 'AC-6(4)', 'AC-6(8)', 'IA-5', 'IA-5(6)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['2.3', '3.5.2', '7.1.2', '7.1.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.6.1', '3.7.6', '6.5.3', '6.5.4', '7.2.1', '7.2.2', '10.3.1']}];FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;entra_policy_guest_invite_only_for_admin_roles;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-09;Define, implement and evaluate processes, procedures and technical measures for the segregation of privileged access roles such that administrative access to data, encryption and key management capabilities and logging capabilities are distinct and separated.;Segregation of Privileged Access Roles;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC5.1', 'CC6.1', 'CC6.3']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.4']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.3', '27002: 9.2.3', '27017: 9.2.3', '27018: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.8.2', '27001: A.8.18', '27002: 8.2 (j)']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-3(7)', 'AC-6(4)', 'AC-6(8)', 'IA-5', 'IA-5(6)', 'IA-8', 'IA-8(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['2.3', '3.5.2', '7.1.2', '7.1.1']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['3.6.1', '3.7.6', '6.5.3', '6.5.4', '7.2.1', '7.2.2', '10.3.1']}];FAIL;Guest user access is not restricted to properties and memberships of their own directory objects;authorizationPolicy;entra_policy_guest_users_access_restrictions;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-05;Employ the least privilege principle when implementing information system access.;Least Privilege;Identity & Access Management;Yes;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-06', 'IVS-11']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['6.8']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.1.1', '27002: 9.1.1', '27001: A.9.1.2', '27002: 9.1.2', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.15', '27001: A.8.2', '27002:  5.15 (Other information 2nd (a))']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-6', 'AC-6(4)', 'IA-12', 'IA-12(2)', 'IA-12(3)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['7.1', '7.1.1', '7.1.2']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.1', '7.2.2', '7.2.5', '7.2.6']}];FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-16;Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.;Authorization Mechanisms;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1', 'CC6.2', 'CC6.3']}, {'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.2.1']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3', 'SA1.4']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.5', '27002: 9.2.5', '27017: 9.2.5', '27018: 9.2.5']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.18']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(5)', 'AC-4', 'AC-4(17)', 'AC-4(21)', 'AC-4(22)', 'AC-6', 'AC-6(8)', 'AC-6(9)', 'AC-12', 'AC-12(1)', 'AC-20', 'AC-20(1)', 'AU-10', 'AU-10(1)', 'AU-10(2)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-3', 'IA-3(1)', 'IA-5(1)', 'IA-5(2)', 'IA-5(5)', 'IA-5(8)', 'IA-5(10)', 'IA-5(12)', 'IA-8', 'IA-8(1)', 'IA-8(2)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-4', 'PR.AC-6', 'PR.AC-7', 'PR.PT-1']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02', 'PR.AA-03', 'PR.AA-04', 'PR.AA-05', 'PR.PS-04']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['5.3', '7.1.4']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['7.2.4', '7.2.3', '7.2.5.1']}];PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-02;Establish, document, approve, communicate, implement, apply, evaluate and maintain strong password policies and procedures. Review and update the policies and procedures at least annually.;Strong Password Policy and Procedures;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'CCM v3.0.1', 'Identifiers': ['IAM-02', 'IAM-12', 'GRM-06', 'GRM-09']}, {'ReferenceId': 'CIS v8.0', 'Identifiers': ['5.2']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['1.1.1', '1.5.1', '4.1.2', '4.1.3']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.1', 'SA1.5']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: 5.1', '27001: 5.2', '27001: 7.3', '27001: 7.4', '27001: 7.5', '27001: 9.1', '27001: 9.3', '27001: A.5', '27002: 5', '27001: A.9.4.3', '27002: 9.4.3', '27017: 9.4.3', '27018: 9.4.3', '27001: A.9.2.4', '27002: 9.2.4', '27017: 9.2.4', '27001: A.7.2.2', '27002: 7.2.2', '27001: A.9.2.6', '27002: 9.2.6', '27001: A.9.2.3', '27002: 9.2.3']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: 5.1', '27001: 5.2', '27001: 7.3', '27001: 7.4', '27001: 7.5', '27001: 9.1', '27001: 9.3', '27001: A.5.1', '27001: A.5.4', '27001: A.5.17', '27001: A.6.3', '27001: A.8.5', '27001: A.5.37']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-2', 'AC-2(3)', 'AC-2(11)', 'AC-3', 'AC-3(3)', 'AC-12', 'AC-12(1)', 'IA-2', 'IA-2(10)', 'IA-5', 'IA-5(1)', 'IA-5(18)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['ID.GV-1', 'PR.AC-1', 'PR.AC-7']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['GV.PO-01', 'GV.PO-02', 'ID.IM-03', 'PR.AA-03']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['8.4', '12.1', '12.1.1', '12.11']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['8.1.1', '8.3.8']}];FAIL;Privileged user Muhammad Hussain Zahid does not have MFA.;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_privileged_user_has_mfa;False;Muhammad Hussain Zahid;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
azure;The Cloud Security Alliance (CSA) Cloud Controls Matrix (CCM) is a cybersecurity control framework for cloud computing, composed of 197 control objectives structured in 17 domains covering all key aspects of cloud technology. The CCM can be used as a tool for the systematic assessment of a cloud implementation, and provides guidance on which security controls should be implemented by which actor within the cloud supply chain.;01bf3d89-3d3a-40b4-bea1-54f49b550ec1;global;2026-04-07 15:21:07.449768;IAM-13;Define, implement and evaluate processes, procedures and technical measures that ensure users are identifiable through unique IDs or which can associate individuals to the usage of user IDs.;Uniquely Identifiable Users;Identity & Access Management;No;Shared;Shared;Shared;[{'ReferenceId': 'AICPA TSC 2017', 'Identifiers': ['CC6.1']}, {'ReferenceId': 'ENX ISA v6.0', 'Identifiers': ['4.1.3']}, {'ReferenceId': 'ISF SOGP 2022', 'Identifiers': ['SA1.3']}, {'ReferenceId': 'ISO/IEC 27001:2013,27002:2013,27017:2015,27018:2019', 'Identifiers': ['27001: A.9.2.1', '27002: 9.2.1']}, {'ReferenceId': 'ISO/IEC 27001:2022, 27002:2022', 'Identifiers': ['27001: A.5.16']}, {'ReferenceId': 'NIST 800-53 rev 5', 'Identifiers': ['AC-3', 'AC-3(14)', 'AC-24', 'AC-24(2)', 'AU-10', 'AU-10(1)', 'IA-2', 'IA-2(1)', 'IA-2(2)', 'IA-2(12)', 'IA-4', 'IA-4(1)', 'SA-8', 'SA-8(22)', 'SC-23', 'SC-23(3)', 'SC-40(4)']}, {'ReferenceId': 'NIST CSF v1.1', 'Identifiers': ['PR.AC-1', 'PR.AC-6']}, {'ReferenceId': 'NIST CSF v2.0', 'Identifiers': ['PR.AA-01', 'PR.AA-02']}, {'ReferenceId': 'PCI DSS v3.2.1', 'Identifiers': ['8.1', '8.2', '8.6']}, {'ReferenceId': 'PCI DSS v4.0', 'Identifiers': ['8.2.1', '8.2.2', '8.2.4']}];FAIL;Privileged user Muhammad Hussain Zahid does not have MFA.;600e9727-dfc5-4b38-a9b7-40ddaba6ff00;entra_privileged_user_has_mfa;False;Muhammad Hussain Zahid;CSA-CCM;CSA Cloud Controls Matrix (CCM) v4.0.13
