PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.C;System and Application Access Control;Ensure IAM password policy requires minimum length of 14 or greater;A.9 Access Control;A.9.4.C;System and Application Access Control;Ensure IAM password policy requires minimum length of 14 or greater;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_minimum_length_14;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.D;User Access Management;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.2.D;User Access Management;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_number;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.D;User Responsibilities;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.3.D;User Responsibilities;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_number;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.D;System and Application Access Control;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.4.D;System and Application Access Control;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_number;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.B;User Access Management;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.2.B;User Access Management;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_reuse_24;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.B;User Responsibilities;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.3.B;User Responsibilities;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_reuse_24;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.B;System and Application Access Control;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.4.B;System and Application Access Control;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_reuse_24;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.E;User Access Management;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.2.E;User Access Management;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_symbol;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.E;User Responsibilities;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.3.E;User Responsibilities;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_symbol;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.E;System and Application Access Control;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.4.E;System and Application Access Control;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_symbol;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.G;User Access Management;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.2.G;User Access Management;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_uppercase;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.G;User Responsibilities;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.3.G;User Responsibilities;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_uppercase;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.G;System and Application Access Control;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.4.G;System and Application Access Control;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:eu-north-1:334960985321:password-policy;iam_password_policy_uppercase;False;334960985321;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;PASS;User hussain has no inline or attached policies.;arn:aws:iam::334960985321:user/hussain;iam_policy_attached_only_to_group_or_roles;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;PASS;User hussain has no inline or attached policies.;arn:aws:iam::334960985321:user/hussain;iam_policy_attached_only_to_group_or_roles;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;FAIL;User sec-user has the policy ViewOnlyAccess attached.;arn:aws:iam::334960985321:user/sec-user;iam_policy_attached_only_to_group_or_roles;False;sec-user/ViewOnlyAccess;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;FAIL;User sec-user has the policy ViewOnlyAccess attached.;arn:aws:iam::334960985321:user/sec-user;iam_policy_attached_only_to_group_or_roles;False;sec-user/ViewOnlyAccess;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;FAIL;User sec-user has the policy SecurityAudit attached.;arn:aws:iam::334960985321:user/sec-user;iam_policy_attached_only_to_group_or_roles;False;sec-user/SecurityAudit;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;FAIL;User sec-user has the policy SecurityAudit attached.;arn:aws:iam::334960985321:user/sec-user;iam_policy_attached_only_to_group_or_roles;False;sec-user/SecurityAudit;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.K;User Access Management;Ensure MFA is enabled for the 'root' account;A.9 Access Control;A.9.2.K;User Access Management;Ensure MFA is enabled for the 'root' account;PASS;MFA is enabled for root account.;arn:aws:iam::334960985321:root;iam_root_mfa_enabled;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.K;System and Application Access Control;Ensure MFA is enabled for the 'root' account;A.9 Access Control;A.9.4.K;System and Application Access Control;Ensure MFA is enabled for the 'root' account;PASS;MFA is enabled for root account.;arn:aws:iam::334960985321:root;iam_root_mfa_enabled;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;PASS;User hussain does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/hussain;iam_rotate_access_key_90_days;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;PASS;User hussain does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/hussain;iam_rotate_access_key_90_days;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;PASS;User hussain does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/hussain;iam_rotate_access_key_90_days;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;PASS;User sec-user does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/sec-user;iam_rotate_access_key_90_days;False;sec-user;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;PASS;User sec-user does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/sec-user;iam_rotate_access_key_90_days;False;sec-user;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;PASS;User sec-user does not have access keys older than 90 days.;arn:aws:iam::334960985321:user/sec-user;iam_rotate_access_key_90_days;False;sec-user;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_user_accesskey_unused;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.J;User Responsibilities;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.3.J;User Responsibilities;Ensure credentials unused for 90 days or greater are disabled;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_user_accesskey_unused;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.M;System and Application Access Control;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.4.M;System and Application Access Control;Ensure credentials unused for 90 days or greater are disabled;PASS;User <root_account> does not have access keys.;arn:aws:iam::334960985321:root;iam_user_accesskey_unused;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;PASS;User hussain does not have unused access keys for 45 days.;arn:aws:iam::334960985321:user/hussain;iam_user_accesskey_unused;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.3.J;User Responsibilities;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.3.J;User Responsibilities;Ensure credentials unused for 90 days or greater are disabled;PASS;User hussain does not have unused access keys for 45 days.;arn:aws:iam::334960985321:user/hussain;iam_user_accesskey_unused;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.4.M;System and Application Access Control;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.4.M;System and Application Access Control;Ensure credentials unused for 90 days or greater are disabled;PASS;User hussain does not have unused access keys for 45 days.;arn:aws:iam::334960985321:user/hussain;iam_user_accesskey_unused;False;hussain;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;334960985321;eu-north-1;2026-04-06 19:21:44.104332;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;PASS;User sec-user does not have unused access keys for 45 days.;arn:aws:iam::334960985321:user/sec-user;iam_user_accesskey_unused;False;sec-user;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
